order_id,site,customer_type,order_date,project_cluster,basket_size,order_value_gbp,funnel_stage_reached
ORD-10018,Site-109,Groundworks Sub-contractor,2025-12-05,Fixing,3,1044.08,Returned / Completed
ORD-10019,Site-140,Self-Employed Trade,2026-05-05,Finishing,4,2294.7,Returned / Completed
ORD-10020,Site-070,Demolition Specialist,2026-01-27,Logistics,2,924.67,Returned / Completed
ORD-10021,Site-130,Facilities Management,2026-03-13,Groundworks,2,2104.79,Returned / Completed
ORD-10022,Site-112,M&E Contractor,2026-02-14,Fixing,4,3796.43,Returned / Completed
ORD-10023,Site-159,Demolition Specialist,2026-04-05,Groundworks,2,3882.99,Returned / Completed
ORD-10024,Site-158,Self-Employed Trade,2026-04-15,Demolition,4,4407.99,Returned / Completed
ORD-10025,Site-168,Main Contractor,2025-10-04,Demolition,2,3027.71,Returned / Completed
ORD-10026,Site-092,Facilities Management,2026-03-22,Finishing,2,3564.89,Dispatched
ORD-10027,Site-145,M&E Contractor,2025-08-07,Access & Height,2,2125.0,Returned / Completed
ORD-10028,Site-002,Demolition Specialist,2026-01-08,Logistics,2,2448.99,On Hire
ORD-10029,Site-140,M&E Contractor,2025-09-02,Demolition,2,781.69,Returned / Completed
ORD-10030,Site-120,Main Contractor,2026-05-25,Site Setup,1,753.24,Returned / Completed
ORD-10031,Site-130,Landscaping Contractor,2025-11-30,Demolition,2,3001.55,Returned / Completed
ORD-10032,Site-038,Landscaping Contractor,2025-08-23,Demolition,2,2183.42,Returned / Completed
ORD-10033,Site-051,Demolition Specialist,2026-02-17,Site Setup,3,4147.97,Returned / Completed
ORD-10034,Site-092,Groundworks Sub-contractor,2026-04-17,Finishing,2,3673.35,Returned / Completed
ORD-10035,Site-042,Facilities Management,2026-02-22,Landscaping,2,2296.4,Returned / Completed
ORD-10036,Site-079,Groundworks Sub-contractor,2026-04-24,Groundworks,1,425.21,Returned / Completed
ORD-10037,Site-125,Facilities Management,2025-09-11,Landscaping,3,5083.59,Returned / Completed
ORD-10038,Site-013,Landscaping Contractor,2026-01-28,Logistics,2,1607.35,Returned / Completed
ORD-10039,Site-175,Facilities Management,2025-10-10,Finishing,2,3288.12,Returned / Completed
ORD-10040,Site-119,M&E Contractor,2025-10-19,Finishing,3,3154.77,On Hire
ORD-10041,Site-118,Landscaping Contractor,2026-05-20,Access & Height,4,2498.96,Returned / Completed
ORD-10042,Site-180,Main Contractor,2026-03-05,Landscaping,3,5719.96,Returned / Completed
ORD-10043,Site-147,Groundworks Sub-contractor,2026-07-15,Site Setup,2,1338.78,Returned / Completed
ORD-10044,Site-024,Demolition Specialist,2026-01-15,Groundworks,3,4719.95,Returned / Completed
ORD-10045,Site-142,M&E Contractor,2026-01-14,Landscaping,3,4118.68,Returned / Completed
ORD-10046,Site-073,Groundworks Sub-contractor,2025-12-27,Demolition,2,2151.91,Returned / Completed
ORD-10047,Site-024,Groundworks Sub-contractor,2026-03-09,Demolition,1,340.89,Returned / Completed
ORD-10048,Site-125,Main Contractor,2025-09-24,Landscaping,3,3101.97,Quote Approved
ORD-10049,Site-010,Main Contractor,2025-11-20,Site Setup,2,3207.7,Returned / Completed
ORD-10050,Site-126,Self-Employed Trade,2025-08-02,Logistics,2,4066.32,Returned / Completed
ORD-10051,Site-147,Demolition Specialist,2025-09-18,Groundworks,3,3208.43,Returned / Completed
ORD-10052,Site-007,Demolition Specialist,2025-10-11,Site Setup,2,2342.01,Returned / Completed
ORD-10053,Site-080,Demolition Specialist,2025-08-19,Demolition,5,6042.82,Quote Approved
ORD-10054,Site-160,Self-Employed Trade,2026-07-08,Access & Height,3,3392.12,Returned / Completed
ORD-10055,Site-173,Facilities Management,2025-12-30,Landscaping,4,3713.14,Returned / Completed
ORD-10056,Site-073,Landscaping Contractor,2025-09-29,Access & Height,3,3015.03,Quote Requested
ORD-10057,Site-034,Demolition Specialist,2026-05-29,Site Setup,2,2317.1,On Hire
ORD-10058,Site-004,Landscaping Contractor,2025-11-27,Site Setup,4,3502.09,Returned / Completed
ORD-10059,Site-140,Demolition Specialist,2026-04-10,Access & Height,4,3874.69,Returned / Completed
ORD-10060,Site-122,M&E Contractor,2026-02-16,Demolition,3,3540.28,Returned / Completed
ORD-10061,Site-067,Groundworks Sub-contractor,2025-11-01,Logistics,2,1694.18,Returned / Completed
ORD-10062,Site-162,Facilities Management,2025-11-08,Finishing,2,3062.87,Returned / Completed
ORD-10063,Site-115,Landscaping Contractor,2025-09-07,Landscaping,2,2717.72,Returned / Completed
ORD-10064,Site-142,M&E Contractor,2026-03-24,Landscaping,3,1987.24,Returned / Completed
ORD-10065,Site-075,Self-Employed Trade,2025-11-01,Finishing,3,3815.38,Dispatched
ORD-10066,Site-114,Facilities Management,2025-12-03,Groundworks,2,2044.44,Returned / Completed
ORD-10067,Site-161,Self-Employed Trade,2025-10-29,Landscaping,3,1521.91,Returned / Completed
ORD-10068,Site-167,Landscaping Contractor,2026-03-20,Demolition,2,3323.54,Returned / Completed
ORD-10069,Site-025,M&E Contractor,2026-01-15,Access & Height,4,6242.05,Quote Approved
ORD-10070,Site-072,Main Contractor,2026-05-24,Landscaping,2,986.14,Returned / Completed
ORD-10071,Site-101,Main Contractor,2026-01-10,Site Setup,2,2413.31,Returned / Completed
ORD-10072,Site-018,Main Contractor,2026-06-03,Access & Height,3,5366.24,Returned / Completed
ORD-10073,Site-101,Self-Employed Trade,2026-04-28,Fixing,2,3189.73,Returned / Completed
ORD-10074,Site-152,Groundworks Sub-contractor,2026-07-11,Landscaping,4,4238.62,Quote Approved
ORD-10075,Site-166,Demolition Specialist,2025-08-19,Access & Height,1,1487.16,Quote Approved
ORD-10076,Site-093,Landscaping Contractor,2025-12-16,Groundworks,4,3929.51,Returned / Completed
ORD-10077,Site-119,Landscaping Contractor,2026-02-01,Demolition,1,1627.57,Quote Requested
ORD-10078,Site-082,Landscaping Contractor,2025-07-25,Landscaping,3,5341.46,Quote Requested
ORD-10079,Site-041,Landscaping Contractor,2025-08-02,Access & Height,3,4968.39,Returned / Completed
ORD-10080,Site-154,Main Contractor,2026-01-03,Fixing,1,881.09,Returned / Completed
ORD-10081,Site-178,Landscaping Contractor,2025-11-28,Landscaping,3,4361.14,Quote Requested
ORD-10082,Site-027,Main Contractor,2026-02-04,Site Setup,2,2820.05,Returned / Completed
ORD-10083,Site-159,Self-Employed Trade,2026-07-14,Groundworks,4,4001.7,Returned / Completed
ORD-10084,Site-131,Facilities Management,2025-09-07,Groundworks,4,3694.59,Returned / Completed
ORD-10085,Site-163,Groundworks Sub-contractor,2025-09-22,Demolition,3,3026.83,Quote Approved
ORD-10086,Site-028,M&E Contractor,2026-01-17,Fixing,2,1254.2,Returned / Completed
ORD-10087,Site-007,Demolition Specialist,2026-03-03,Site Setup,3,2361.01,Returned / Completed
ORD-10088,Site-048,Groundworks Sub-contractor,2025-07-25,Finishing,2,3476.74,Returned / Completed
ORD-10089,Site-160,Self-Employed Trade,2026-06-30,Demolition,3,2567.67,Returned / Completed
ORD-10090,Site-112,Facilities Management,2026-05-22,Finishing,2,2015.14,On Hire
ORD-10091,Site-052,M&E Contractor,2025-09-28,Site Setup,2,1814.69,On Hire
ORD-10092,Site-151,Landscaping Contractor,2026-02-25,Landscaping,2,1955.42,Returned / Completed
ORD-10093,Site-086,Main Contractor,2026-07-12,Fixing,2,2135.04,Returned / Completed
ORD-10094,Site-118,Landscaping Contractor,2026-05-06,Demolition,3,5041.66,Returned / Completed
ORD-10095,Site-051,Self-Employed Trade,2025-11-30,Site Setup,3,2043.56,Returned / Completed
ORD-10096,Site-111,Main Contractor,2026-02-12,Access & Height,3,2679.14,Returned / Completed
ORD-10097,Site-094,M&E Contractor,2026-06-10,Demolition,2,2926.98,Dispatched
ORD-10098,Site-136,Groundworks Sub-contractor,2026-06-16,Site Setup,1,846.06,Returned / Completed
ORD-10099,Site-047,Self-Employed Trade,2025-08-08,Demolition,2,2188.86,Returned / Completed
ORD-10100,Site-014,Groundworks Sub-contractor,2025-12-08,Groundworks,3,4958.9,Returned / Completed
ORD-10101,Site-162,Landscaping Contractor,2026-06-05,Fixing,1,1079.04,Dispatched
ORD-10102,Site-027,M&E Contractor,2025-08-10,Finishing,3,3462.25,Returned / Completed
ORD-10103,Site-090,Groundworks Sub-contractor,2026-03-22,Fixing,3,5216.54,Returned / Completed
ORD-10104,Site-133,Landscaping Contractor,2025-08-19,Groundworks,3,2141.97,Quote Requested
ORD-10105,Site-113,M&E Contractor,2025-10-09,Demolition,2,2191.44,Returned / Completed
ORD-10106,Site-095,Landscaping Contractor,2026-05-30,Finishing,3,3340.7,Returned / Completed
ORD-10107,Site-005,Demolition Specialist,2025-10-23,Finishing,1,1379.25,Returned / Completed
ORD-10108,Site-177,Facilities Management,2026-04-13,Groundworks,3,2667.18,Returned / Completed
ORD-10109,Site-137,Main Contractor,2025-09-28,Fixing,2,3099.31,Returned / Completed
ORD-10110,Site-081,M&E Contractor,2026-05-12,Landscaping,3,3425.0,Quote Requested
ORD-10111,Site-118,Facilities Management,2026-03-20,Demolition,2,1255.03,Returned / Completed
ORD-10112,Site-065,M&E Contractor,2025-11-13,Site Setup,3,4399.75,Quote Approved
ORD-10113,Site-048,Landscaping Contractor,2025-10-17,Demolition,3,4376.68,Quote Requested
ORD-10114,Site-062,Facilities Management,2025-10-10,Demolition,5,3656.47,Quote Approved
ORD-10115,Site-028,Demolition Specialist,2025-12-30,Access & Height,1,1564.11,Dispatched
ORD-10116,Site-058,Main Contractor,2026-07-03,Logistics,3,2408.13,Returned / Completed
ORD-10117,Site-024,M&E Contractor,2025-08-16,Access & Height,1,1138.87,Returned / Completed
ORD-10118,Site-101,Facilities Management,2026-06-10,Groundworks,4,4987.97,Returned / Completed
ORD-10119,Site-050,M&E Contractor,2025-10-04,Finishing,1,2185.95,Returned / Completed
ORD-10120,Site-072,Groundworks Sub-contractor,2025-10-10,Landscaping,2,3055.66,Returned / Completed
ORD-10121,Site-177,Demolition Specialist,2026-03-28,Site Setup,1,204.84,Returned / Completed
ORD-10122,Site-035,Self-Employed Trade,2025-11-03,Fixing,3,4515.48,Quote Approved
ORD-10123,Site-011,M&E Contractor,2025-11-18,Access & Height,2,1641.75,Quote Requested
ORD-10124,Site-092,Groundworks Sub-contractor,2025-12-25,Groundworks,1,791.7,Returned / Completed
ORD-10125,Site-159,Main Contractor,2026-06-28,Logistics,1,1260.6,Quote Requested
ORD-10126,Site-038,Main Contractor,2026-06-09,Finishing,2,3967.24,Returned / Completed
ORD-10127,Site-077,Self-Employed Trade,2026-03-18,Fixing,3,4087.13,Returned / Completed
ORD-10128,Site-137,M&E Contractor,2025-11-12,Logistics,2,639.49,Returned / Completed
ORD-10129,Site-114,Demolition Specialist,2025-07-15,Site Setup,3,4265.83,Quote Approved
ORD-10130,Site-069,Landscaping Contractor,2026-01-09,Landscaping,3,2427.54,Returned / Completed
ORD-10131,Site-030,Landscaping Contractor,2025-09-17,Finishing,3,2881.89,Returned / Completed
ORD-10132,Site-136,Groundworks Sub-contractor,2026-02-25,Fixing,1,1131.95,Returned / Completed
ORD-10133,Site-088,Self-Employed Trade,2026-06-13,Fixing,3,4269.08,Returned / Completed
ORD-10134,Site-150,Demolition Specialist,2025-08-11,Landscaping,3,4703.24,Returned / Completed
ORD-10135,Site-102,Landscaping Contractor,2026-06-19,Fixing,4,4939.42,Quote Approved
ORD-10136,Site-146,Landscaping Contractor,2026-03-17,Site Setup,2,3261.11,Returned / Completed
ORD-10137,Site-080,Main Contractor,2025-11-10,Access & Height,2,1762.97,On Hire
ORD-10138,Site-172,Self-Employed Trade,2025-12-08,Finishing,3,3972.83,Quote Requested
ORD-10139,Site-048,Demolition Specialist,2025-08-05,Landscaping,2,3584.44,Returned / Completed
ORD-10140,Site-025,Groundworks Sub-contractor,2025-12-16,Demolition,2,3670.44,Quote Requested
ORD-10141,Site-017,Demolition Specialist,2026-03-01,Landscaping,1,1602.71,Returned / Completed
ORD-10142,Site-088,Main Contractor,2026-05-09,Landscaping,4,4220.45,Returned / Completed
ORD-10143,Site-141,Main Contractor,2026-07-03,Landscaping,3,2954.76,Quote Requested
ORD-10144,Site-087,M&E Contractor,2025-10-17,Finishing,2,1615.54,Returned / Completed
ORD-10145,Site-144,Main Contractor,2026-03-07,Landscaping,1,1807.74,Returned / Completed
ORD-10146,Site-097,Main Contractor,2026-04-13,Fixing,2,1906.78,Returned / Completed
ORD-10147,Site-025,Landscaping Contractor,2025-10-26,Fixing,2,2864.09,Returned / Completed
ORD-10148,Site-097,Landscaping Contractor,2025-09-11,Logistics,2,2748.56,Returned / Completed
ORD-10149,Site-058,Demolition Specialist,2026-06-15,Landscaping,2,1482.42,Quote Approved
ORD-10150,Site-127,M&E Contractor,2025-12-30,Access & Height,2,3154.36,Returned / Completed
ORD-10151,Site-066,Facilities Management,2026-02-24,Logistics,2,1834.52,Returned / Completed
ORD-10152,Site-020,Self-Employed Trade,2025-12-14,Fixing,4,3854.01,Quote Requested
ORD-10153,Site-033,Landscaping Contractor,2026-04-12,Finishing,3,3564.08,Returned / Completed
ORD-10154,Site-139,Main Contractor,2025-12-14,Fixing,3,4929.85,Returned / Completed
ORD-10155,Site-076,M&E Contractor,2025-12-20,Logistics,3,1721.75,Returned / Completed
ORD-10156,Site-166,Main Contractor,2025-10-24,Landscaping,3,4365.77,Quote Approved
ORD-10157,Site-010,Main Contractor,2026-04-01,Groundworks,2,2239.55,Quote Approved
ORD-10158,Site-127,M&E Contractor,2026-07-07,Finishing,3,2880.69,Returned / Completed
ORD-10159,Site-132,Main Contractor,2026-03-24,Groundworks,3,4248.44,Returned / Completed
ORD-10160,Site-140,Facilities Management,2026-03-03,Groundworks,2,1214.67,Returned / Completed
ORD-10161,Site-022,Demolition Specialist,2026-05-09,Finishing,1,1270.23,Returned / Completed
ORD-10162,Site-014,Facilities Management,2026-07-02,Groundworks,3,4307.06,Returned / Completed
ORD-10163,Site-037,Demolition Specialist,2025-07-19,Landscaping,3,3202.51,Returned / Completed
ORD-10164,Site-117,Demolition Specialist,2026-06-10,Groundworks,3,6030.67,Quote Requested
ORD-10165,Site-058,Main Contractor,2025-07-29,Site Setup,4,4855.29,Quote Requested
ORD-10166,Site-097,Demolition Specialist,2026-01-02,Landscaping,3,2315.89,Returned / Completed
ORD-10167,Site-168,Groundworks Sub-contractor,2026-04-26,Access & Height,3,2404.17,Dispatched
ORD-10168,Site-063,Groundworks Sub-contractor,2025-10-09,Fixing,3,3275.54,Returned / Completed
ORD-10169,Site-165,Demolition Specialist,2026-01-15,Groundworks,2,3369.84,Returned / Completed
ORD-10170,Site-070,Self-Employed Trade,2026-03-07,Landscaping,2,3511.15,Quote Requested
ORD-10171,Site-011,Main Contractor,2026-02-08,Site Setup,3,3428.41,Returned / Completed
ORD-10172,Site-088,M&E Contractor,2025-12-31,Groundworks,3,4061.56,Returned / Completed
ORD-10173,Site-161,Facilities Management,2025-12-31,Site Setup,2,2909.55,Returned / Completed
ORD-10174,Site-105,Self-Employed Trade,2025-12-05,Demolition,2,3214.49,Returned / Completed
ORD-10175,Site-075,Demolition Specialist,2026-01-17,Logistics,2,3367.55,Returned / Completed
ORD-10176,Site-009,Facilities Management,2025-07-25,Groundworks,2,2870.14,Returned / Completed
ORD-10177,Site-162,Landscaping Contractor,2026-06-19,Finishing,4,3583.92,Quote Approved
ORD-10178,Site-128,Facilities Management,2025-11-26,Fixing,3,3129.29,Returned / Completed
ORD-10179,Site-134,Groundworks Sub-contractor,2025-08-06,Access & Height,2,2537.03,Returned / Completed
ORD-10180,Site-105,Demolition Specialist,2026-07-04,Access & Height,2,2135.12,Returned / Completed
ORD-10181,Site-097,Landscaping Contractor,2026-03-03,Finishing,2,2734.13,Returned / Completed
ORD-10182,Site-013,Landscaping Contractor,2026-06-21,Access & Height,3,3738.09,On Hire
ORD-10183,Site-112,Demolition Specialist,2026-03-06,Site Setup,3,3650.11,Returned / Completed
ORD-10184,Site-121,Self-Employed Trade,2026-02-18,Logistics,2,1831.45,Returned / Completed
ORD-10185,Site-160,Self-Employed Trade,2025-08-16,Site Setup,5,5452.61,Returned / Completed
ORD-10186,Site-168,Groundworks Sub-contractor,2025-12-01,Demolition,3,2189.92,Returned / Completed
ORD-10187,Site-116,Main Contractor,2026-06-24,Access & Height,3,4165.01,Returned / Completed
ORD-10188,Site-048,Demolition Specialist,2026-07-12,Site Setup,1,373.04,Returned / Completed
ORD-10189,Site-052,Facilities Management,2026-02-11,Demolition,2,2665.09,Quote Requested
ORD-10190,Site-135,Self-Employed Trade,2025-11-30,Landscaping,2,3218.35,Quote Requested
ORD-10191,Site-079,M&E Contractor,2025-12-25,Landscaping,3,3871.55,Returned / Completed
ORD-10192,Site-090,Groundworks Sub-contractor,2025-07-15,Groundworks,3,1106.02,Returned / Completed
ORD-10193,Site-118,Demolition Specialist,2026-05-24,Finishing,1,1745.18,Returned / Completed
ORD-10194,Site-026,Self-Employed Trade,2026-06-24,Site Setup,1,725.17,Quote Requested
ORD-10195,Site-150,Main Contractor,2026-06-03,Finishing,3,1752.17,Quote Approved
ORD-10196,Site-064,Demolition Specialist,2026-07-08,Access & Height,3,4094.22,Returned / Completed
ORD-10197,Site-043,M&E Contractor,2026-03-23,Access & Height,2,768.78,Quote Requested
ORD-10198,Site-035,Groundworks Sub-contractor,2026-01-10,Landscaping,3,3442.25,Returned / Completed
ORD-10199,Site-032,M&E Contractor,2025-12-28,Demolition,2,1790.97,Returned / Completed
ORD-10200,Site-040,Groundworks Sub-contractor,2026-03-20,Site Setup,5,7110.78,Returned / Completed
ORD-10201,Site-099,Demolition Specialist,2026-01-31,Groundworks,2,2051.37,Quote Requested
ORD-10202,Site-175,Groundworks Sub-contractor,2025-07-16,Site Setup,2,1894.52,Returned / Completed
ORD-10203,Site-126,Landscaping Contractor,2025-10-22,Logistics,2,1084.54,Returned / Completed
ORD-10204,Site-043,Demolition Specialist,2025-07-23,Site Setup,4,5645.59,Quote Requested
ORD-10205,Site-093,Self-Employed Trade,2025-07-31,Landscaping,3,3041.67,On Hire
ORD-10206,Site-134,Demolition Specialist,2025-10-19,Logistics,2,2249.78,Returned / Completed
ORD-10207,Site-073,Groundworks Sub-contractor,2026-06-18,Groundworks,2,2744.48,Returned / Completed
ORD-10208,Site-052,Landscaping Contractor,2026-06-09,Fixing,3,2466.54,Returned / Completed
ORD-10209,Site-161,Self-Employed Trade,2025-07-24,Fixing,2,2884.49,Returned / Completed
ORD-10210,Site-120,M&E Contractor,2025-11-12,Demolition,4,4177.74,Returned / Completed
ORD-10211,Site-110,M&E Contractor,2025-11-11,Groundworks,1,696.1,Quote Approved
ORD-10212,Site-001,Landscaping Contractor,2025-12-07,Groundworks,3,2695.4,Returned / Completed
ORD-10213,Site-014,Groundworks Sub-contractor,2025-10-24,Site Setup,2,1221.08,Returned / Completed
ORD-10214,Site-025,Demolition Specialist,2025-08-14,Demolition,5,3869.62,Returned / Completed
ORD-10215,Site-095,Landscaping Contractor,2026-01-13,Fixing,2,2917.57,Returned / Completed
ORD-10216,Site-113,Demolition Specialist,2026-01-18,Groundworks,3,2479.45,Returned / Completed
ORD-10217,Site-149,Main Contractor,2026-02-19,Access & Height,2,3723.29,Returned / Completed
ORD-10218,Site-004,M&E Contractor,2026-05-03,Access & Height,3,2701.75,Returned / Completed
ORD-10219,Site-001,Groundworks Sub-contractor,2025-07-26,Access & Height,2,2520.79,Returned / Completed
ORD-10220,Site-102,Demolition Specialist,2026-04-23,Demolition,3,3665.79,Returned / Completed
ORD-10221,Site-092,Facilities Management,2025-10-17,Access & Height,3,2638.51,Returned / Completed
ORD-10222,Site-028,M&E Contractor,2025-11-26,Fixing,2,2773.46,Returned / Completed
ORD-10223,Site-164,Landscaping Contractor,2025-08-30,Access & Height,3,3852.93,Quote Requested
ORD-10224,Site-072,Main Contractor,2025-11-25,Site Setup,2,2076.26,Returned / Completed
ORD-10225,Site-054,M&E Contractor,2026-03-02,Finishing,2,2992.52,Returned / Completed
ORD-10226,Site-156,M&E Contractor,2025-10-07,Finishing,2,3937.21,Returned / Completed
ORD-10227,Site-088,M&E Contractor,2026-06-06,Site Setup,5,6927.76,Returned / Completed
ORD-10228,Site-173,Self-Employed Trade,2025-07-17,Logistics,1,953.66,Quote Approved
ORD-10229,Site-043,Demolition Specialist,2026-03-11,Site Setup,2,2835.64,Returned / Completed
ORD-10230,Site-073,M&E Contractor,2026-04-01,Logistics,2,1728.35,Returned / Completed
ORD-10231,Site-013,Groundworks Sub-contractor,2025-10-10,Demolition,4,5463.94,Returned / Completed
ORD-10232,Site-106,Self-Employed Trade,2025-12-17,Groundworks,3,4425.15,Quote Requested
ORD-10233,Site-130,Demolition Specialist,2026-01-09,Logistics,2,3579.01,Returned / Completed
ORD-10234,Site-003,M&E Contractor,2025-12-03,Finishing,3,2512.12,Returned / Completed
ORD-10235,Site-053,Groundworks Sub-contractor,2026-04-07,Demolition,4,4229.18,Returned / Completed
ORD-10236,Site-101,Main Contractor,2025-12-24,Access & Height,4,4331.53,Returned / Completed
ORD-10237,Site-114,M&E Contractor,2026-02-25,Finishing,2,3150.06,Returned / Completed
ORD-10238,Site-120,Self-Employed Trade,2025-12-11,Groundworks,4,3502.48,Returned / Completed
ORD-10239,Site-032,Groundworks Sub-contractor,2026-03-29,Landscaping,1,1387.45,Returned / Completed
ORD-10240,Site-013,Facilities Management,2026-05-08,Access & Height,2,1011.38,Returned / Completed
ORD-10241,Site-161,Groundworks Sub-contractor,2025-08-19,Groundworks,3,4847.83,Returned / Completed
ORD-10242,Site-074,Demolition Specialist,2026-07-01,Groundworks,3,3376.32,Returned / Completed
ORD-10243,Site-022,Facilities Management,2026-04-09,Fixing,2,2488.69,Quote Requested
ORD-10244,Site-142,M&E Contractor,2026-01-06,Finishing,3,1792.79,Returned / Completed
ORD-10245,Site-075,Groundworks Sub-contractor,2025-09-19,Groundworks,5,7560.38,Returned / Completed
ORD-10246,Site-039,Self-Employed Trade,2025-11-13,Logistics,2,2230.69,Quote Approved
ORD-10247,Site-099,Main Contractor,2026-07-06,Finishing,1,824.85,Returned / Completed
ORD-10248,Site-085,M&E Contractor,2025-07-15,Fixing,3,2897.54,Returned / Completed
ORD-10249,Site-125,Self-Employed Trade,2026-05-05,Landscaping,2,3955.54,Returned / Completed
ORD-10250,Site-074,Landscaping Contractor,2025-08-05,Landscaping,3,5130.47,Returned / Completed
ORD-10251,Site-141,Landscaping Contractor,2025-08-06,Groundworks,2,3172.57,Returned / Completed
ORD-10252,Site-015,Groundworks Sub-contractor,2025-11-04,Site Setup,3,3381.79,Returned / Completed
ORD-10253,Site-006,Demolition Specialist,2025-12-25,Site Setup,3,2870.48,Quote Requested
ORD-10254,Site-037,Main Contractor,2025-12-17,Site Setup,3,2963.05,Returned / Completed
ORD-10255,Site-063,M&E Contractor,2025-12-19,Site Setup,4,2830.62,On Hire
ORD-10256,Site-065,Self-Employed Trade,2025-08-25,Landscaping,4,7514.45,On Hire
ORD-10257,Site-009,Facilities Management,2025-08-29,Demolition,2,2237.62,Returned / Completed
ORD-10258,Site-001,Landscaping Contractor,2025-10-06,Demolition,3,3250.67,Returned / Completed
ORD-10259,Site-014,Facilities Management,2025-07-15,Groundworks,1,1309.02,Returned / Completed
ORD-10260,Site-018,Main Contractor,2025-12-28,Finishing,4,4219.85,Quote Requested
ORD-10261,Site-001,M&E Contractor,2026-02-16,Access & Height,1,409.49,Returned / Completed
ORD-10262,Site-001,Facilities Management,2026-05-23,Site Setup,1,241.19,Returned / Completed
ORD-10263,Site-091,Facilities Management,2025-08-30,Logistics,2,2530.08,Returned / Completed
ORD-10264,Site-065,M&E Contractor,2026-02-13,Demolition,1,1747.0,Returned / Completed
ORD-10265,Site-029,Self-Employed Trade,2025-09-20,Site Setup,2,886.4,Returned / Completed
ORD-10266,Site-067,Self-Employed Trade,2026-06-09,Landscaping,2,1146.24,Returned / Completed
ORD-10267,Site-024,Main Contractor,2025-09-01,Groundworks,4,5640.02,Returned / Completed
ORD-10268,Site-153,Groundworks Sub-contractor,2026-05-10,Finishing,2,1657.39,Returned / Completed
ORD-10269,Site-023,Self-Employed Trade,2025-08-13,Landscaping,2,2732.14,Quote Requested
ORD-10270,Site-028,Groundworks Sub-contractor,2026-06-24,Finishing,3,3433.79,Returned / Completed
ORD-10271,Site-009,Self-Employed Trade,2026-05-19,Groundworks,2,1254.71,Returned / Completed
ORD-10272,Site-077,Demolition Specialist,2025-10-25,Landscaping,2,1861.75,Returned / Completed
ORD-10273,Site-129,Landscaping Contractor,2025-07-17,Demolition,3,3612.51,Returned / Completed
ORD-10274,Site-070,Landscaping Contractor,2026-06-28,Finishing,3,4215.71,Returned / Completed
ORD-10275,Site-050,Landscaping Contractor,2026-07-04,Access & Height,3,5381.89,Quote Approved
ORD-10276,Site-053,Demolition Specialist,2026-06-22,Landscaping,4,4597.78,Returned / Completed
ORD-10277,Site-091,M&E Contractor,2026-03-26,Groundworks,3,2919.59,Returned / Completed
ORD-10278,Site-051,Self-Employed Trade,2026-01-08,Site Setup,2,1161.55,Returned / Completed
ORD-10279,Site-103,Main Contractor,2026-05-31,Logistics,2,1265.02,Returned / Completed
ORD-10280,Site-003,Self-Employed Trade,2026-06-22,Logistics,1,442.87,Returned / Completed
ORD-10281,Site-175,Demolition Specialist,2026-07-09,Logistics,2,3197.84,Returned / Completed
ORD-10282,Site-058,M&E Contractor,2025-07-17,Access & Height,2,1609.98,Quote Approved
ORD-10283,Site-062,M&E Contractor,2026-05-20,Access & Height,3,1521.35,Returned / Completed
ORD-10284,Site-038,Main Contractor,2026-01-29,Fixing,2,1990.35,Returned / Completed
ORD-10285,Site-023,Self-Employed Trade,2025-12-13,Fixing,2,2198.9,Returned / Completed
ORD-10286,Site-009,Landscaping Contractor,2025-09-28,Fixing,3,3941.54,Returned / Completed
ORD-10287,Site-094,Demolition Specialist,2026-05-18,Demolition,3,4023.18,Returned / Completed
ORD-10288,Site-070,Facilities Management,2026-06-26,Access & Height,2,3217.56,Returned / Completed
ORD-10289,Site-123,Facilities Management,2025-07-28,Fixing,2,3935.86,Quote Requested
ORD-10290,Site-159,Groundworks Sub-contractor,2025-08-13,Access & Height,2,1804.55,Returned / Completed
ORD-10291,Site-151,Self-Employed Trade,2026-05-01,Finishing,2,2499.1,Quote Approved
ORD-10292,Site-005,Facilities Management,2025-10-03,Logistics,2,3636.81,Returned / Completed
ORD-10293,Site-035,M&E Contractor,2026-02-17,Groundworks,2,2602.92,Returned / Completed
ORD-10294,Site-115,M&E Contractor,2026-05-26,Site Setup,2,2349.18,Quote Requested
ORD-10295,Site-070,Demolition Specialist,2025-11-28,Site Setup,3,3439.1,Returned / Completed
ORD-10296,Site-049,Main Contractor,2025-08-08,Access & Height,2,2279.51,Returned / Completed
ORD-10297,Site-112,Landscaping Contractor,2025-11-09,Finishing,2,2375.07,Returned / Completed
ORD-10298,Site-031,Facilities Management,2026-04-23,Finishing,1,2051.03,Quote Requested
ORD-10299,Site-147,Demolition Specialist,2026-02-04,Logistics,2,2596.48,Quote Requested
ORD-10300,Site-094,Groundworks Sub-contractor,2025-10-23,Demolition,2,3155.97,Returned / Completed
ORD-10301,Site-102,Self-Employed Trade,2025-08-22,Finishing,3,4025.74,Returned / Completed
ORD-10302,Site-081,M&E Contractor,2026-05-23,Groundworks,3,2970.86,Returned / Completed
ORD-10303,Site-084,Self-Employed Trade,2025-09-26,Groundworks,3,3901.0,Returned / Completed
ORD-10304,Site-042,Groundworks Sub-contractor,2025-10-09,Demolition,3,3418.33,Quote Approved
ORD-10305,Site-080,Main Contractor,2025-11-24,Landscaping,1,322.94,Returned / Completed
