stock_code,category,subcategory,product_name,brand,depot,purchase_date,capex_gbp,book_value_gbp,age_years,condition,status,utilisation_pct_ytd,day_rate_gbp,last_service_date,next_service_due,min_stock_level,current_units_at_depot
S&W-02263,Sanding & Woodworking,Sanders & Planers,Floor Sander - Belt,City Hire Fleet,Birmingham,2021-11-02,682.94,68.29,4.7,Excellent,Available,78.1,10.28,2026-04-11,2026-10-08,2,1
S&W-02264,Sanding & Woodworking,Sanders & Planers,Edging Sander,City Hire Fleet,Birmingham,2024-12-22,1860.78,1279.6,1.56,Excellent,On Hire,76.5,15.95,2026-02-08,2026-08-07,2,1
S&W-02265,Sanding & Woodworking,Sanders & Planers,Edging Sander,City Hire Fleet,London North,2021-11-17,223.94,22.39,4.66,Good,On Hire,49.1,3.98,2026-05-10,2026-11-06,2,1
S&W-02266,Sanding & Woodworking,Sanders & Planers,Edging Sander,City Hire Fleet,Leeds,2022-02-03,2359.74,261.19,4.45,Good,On Hire,80.9,41.19,2026-01-11,2026-07-10,2,1
S&W-02267,Sanding & Woodworking,Sanders & Planers,Edging Sander,City Hire Fleet,Birmingham,2025-01-04,2201.06,1529.28,1.53,Excellent,Workshop,51.2,30.41,2026-05-19,2026-11-15,2,1
S&W-02268,Sanding & Woodworking,Sanders & Planers,Edging Sander,City Hire Fleet,London South,2021-12-04,2173.91,217.39,4.61,Good,On Hire,49.8,26.82,2026-03-22,2026-09-18,2,1
S&W-02269,Sanding & Woodworking,Sanders & Planers,Edging Sander,City Hire Fleet,London South,2025-08-16,2274.99,1859.88,0.91,Good,On Hire,70.4,39.66,2026-05-30,2026-11-26,2,1
S&W-02270,Sanding & Woodworking,Sanders & Planers,Edging Sander,City Hire Fleet,London South,2025-06-11,1689.4,1320.05,1.09,Fair,On Hire,67.9,25.13,2026-06-03,2026-11-30,2,1
S&W-02271,Sanding & Woodworking,Sanders & Planers,Edging Sander,City Hire Fleet,London North,2025-05-27,359.74,278.13,1.13,Good,Workshop,72.4,3.37,2026-04-02,2026-09-29,2,1
S&W-02272,Sanding & Woodworking,Sanders & Planers,Edging Sander,City Hire Fleet,Manchester,2022-04-01,2058.38,292.12,4.29,Excellent,On Hire,67.6,33.48,2026-04-09,2026-10-06,2,1
S&W-02273,Sanding & Woodworking,Sanders & Planers,Edging Sander,City Hire Fleet,London South,2022-03-05,2110.19,268.25,4.36,Needs Assessment,Available,69.8,29.54,2026-05-07,2026-11-03,2,1
S&W-02274,Sanding & Woodworking,Sanders & Planers,Makita Planer,Makita,Birmingham,2026-05-27,2402.52,2338.01,0.13,Fair,On Hire,60.0,21.26,2026-01-07,2026-07-06,3,1
S&W-02275,Sanding & Woodworking,Sanders & Planers,Makita Planer,Makita,Manchester,2025-09-03,1304.98,1079.74,0.86,Excellent,On Hire,49.0,11.17,2026-04-21,2026-10-18,3,1
S&W-02276,Sanding & Woodworking,Sanders & Planers,Makita Planer,Makita,London North,2022-07-29,815.15,168.84,3.96,Excellent,On Hire,57.2,8.94,2026-07-09,2027-01-05,3,1
S&W-02277,Sanding & Woodworking,Sanders & Planers,Makita Planer,Makita,Manchester,2023-08-03,2238.85,917.62,2.95,Good,On Hire,62.4,25.82,2026-05-17,2026-11-13,3,1
S&W-02278,Sanding & Woodworking,Sanders & Planers,Makita Planer,Makita,Leeds,2024-11-05,719.53,476.27,1.69,Fair,Workshop,63.3,11.68,2026-04-07,2026-10-04,3,1
S&W-02279,Sanding & Woodworking,Sanders & Planers,Makita Planer,Makita,Birmingham,2025-10-28,1331.19,1141.54,0.71,Excellent,Auction Pending,73.0,15.09,2026-05-03,2026-10-30,3,1
S&W-02280,Sanding & Woodworking,Sanders & Planers,Makita Planer,Makita,Bristol,2024-06-07,2323.64,1345.8,2.1,Excellent,Workshop,62.4,28.55,2026-07-03,2026-12-30,3,1
S&W-02281,Sanding & Woodworking,Sanders & Planers,Makita Planer,Makita,Bristol,2024-07-30,1579.11,960.44,1.96,Fair,Available,59.6,18.13,2026-04-28,2026-10-25,3,1
S&W-02282,Sanding & Woodworking,Sanders & Planers,Makita Planer,Makita,Birmingham,2025-11-15,823.51,714.31,0.66,Fair,On Hire,55.8,12.45,2026-04-11,2026-10-08,3,1
S&W-02283,Sanding & Woodworking,Sanders & Planers,Makita Planer,Makita,Birmingham,2026-01-10,2014.37,1809.07,0.51,Excellent,Available,88.0,25.11,2026-06-07,2026-12-04,3,1
S&W-02284,Sanding & Woodworking,Sanders & Planers,Makita Planer,Makita,London North,2021-12-27,2006.76,200.68,4.55,Good,On Hire,33.5,35.31,2026-06-27,2026-12-24,3,1
S&W-02285,Sanding & Woodworking,Sanders & Planers,Makita Planer,Makita,Birmingham,2024-11-22,532.74,357.59,1.64,Good,Available,59.8,6.83,2026-04-15,2026-10-12,3,1
S&W-02286,Sanding & Woodworking,Sanders & Planers,Makita Planer,Makita,Leeds,2024-02-19,1584.01,822.82,2.4,Fair,Available,69.6,18.74,2026-06-09,2026-12-06,3,1
S&W-02287,Sanding & Woodworking,Sanders & Planers,Makita Planer,Makita,London North,2023-05-17,1343.34,493.17,3.16,Good,Workshop,46.1,16.41,2026-04-07,2026-10-04,3,1
S&W-02288,Sanding & Woodworking,Sanders & Planers,Biscuit Jointer,City Hire Fleet,London North,2022-02-06,1795.05,201.64,4.44,Excellent,Available,59.4,14.41,2026-01-16,2026-07-15,2,1
S&W-02289,Sanding & Woodworking,Sanders & Planers,Biscuit Jointer,City Hire Fleet,Birmingham,2021-09-07,239.46,23.95,4.85,Good,Workshop,30.1,3.95,2026-06-29,2026-12-26,2,1
S&W-02290,Sanding & Woodworking,Sanders & Planers,Biscuit Jointer,City Hire Fleet,Bristol,2022-02-02,2083.72,229.49,4.45,Needs Assessment,On Hire,50.4,35.69,2026-06-08,2026-12-05,2,1
S&W-02291,Sanding & Woodworking,Sanders & Planers,Biscuit Jointer,City Hire Fleet,Leeds,2025-02-04,684.7,487.36,1.44,Excellent,On Hire,66.7,10.5,2026-01-17,2026-07-16,2,1
S&W-02292,Sanding & Woodworking,Sanders & Planers,Biscuit Jointer,City Hire Fleet,London North,2022-07-21,2419.3,490.49,3.99,Good,On Hire,85.9,21.14,2026-01-16,2026-07-15,2,1
S&W-02293,Sanding & Woodworking,Sanders & Planers,Biscuit Jointer,City Hire Fleet,London North,2021-10-04,1566.03,156.6,4.78,Excellent,On Hire,67.3,25.54,2026-05-13,2026-11-09,2,1
S&W-02294,Sanding & Woodworking,Sanders & Planers,Biscuit Jointer,City Hire Fleet,London South,2024-02-14,544.35,281.27,2.42,Good,On Hire,69.6,8.16,2026-01-05,2026-07-04,2,1
S&W-02295,Sanding & Woodworking,Sanders & Planers,Biscuit Jointer,City Hire Fleet,Birmingham,2024-10-10,1281.42,829.94,1.76,Excellent,Available,60.4,11.02,2026-07-11,2027-01-07,2,1
S&W-02296,Sanding & Woodworking,Sanders & Planers,Biscuit Jointer,City Hire Fleet,London South,2022-11-08,273.87,72.03,3.68,Excellent,Available,48.1,4.47,2026-03-08,2026-09-04,2,1
S&W-02297,Sanding & Woodworking,Sanders & Planers,Biscuit Jointer,City Hire Fleet,Bristol,2022-08-23,2380.96,525.77,3.9,Excellent,On Hire,41.8,24.46,2026-02-18,2026-08-17,2,1
S&W-02298,Sanding & Woodworking,Sanders & Planers,Biscuit Jointer,City Hire Fleet,London South,2025-07-29,825.2,666.49,0.96,Good,On Hire,69.3,9.91,2026-04-09,2026-10-06,2,1
L&G-02299,Landscaping & Gardening,Turf & Ground Care,Turf Cutter,City Hire Fleet,Leeds,2025-03-24,2536.06,1871.82,1.31,Good,On Hire,79.8,28.23,2026-06-25,2026-12-22,1,1
L&G-02300,Landscaping & Gardening,Turf & Ground Care,Turf Cutter,City Hire Fleet,Birmingham,2022-11-09,2609.07,687.65,3.68,Good,On Hire,28.7,25.95,2026-07-01,2026-12-28,1,1
L&G-02301,Landscaping & Gardening,Turf & Ground Care,Rotavator,City Hire Fleet,London South,2025-11-14,743.51,644.51,0.67,Good,On Hire,41.4,6.43,2026-05-03,2026-10-30,1,1
L&G-02302,Landscaping & Gardening,Turf & Ground Care,Rotavator,City Hire Fleet,Bristol,2023-02-09,362.57,113.84,3.43,Excellent,Workshop,46.6,6.27,2026-05-27,2026-11-23,1,1
L&G-02303,Landscaping & Gardening,Turf & Ground Care,Rotavator,City Hire Fleet,Manchester,2025-02-08,1834.26,1309.61,1.43,Excellent,On Hire,80.9,20.44,2025-12-24,2026-06-22,1,1
L&G-02304,Landscaping & Gardening,Turf & Ground Care,Stump Grinder,City Hire Fleet,Bristol,2026-05-29,5889.09,5737.43,0.13,Excellent,Available,60.4,91.39,2026-04-04,2026-10-01,1,1
L&G-02305,Landscaping & Gardening,Turf & Ground Care,Stump Grinder,City Hire Fleet,Bristol,2022-05-21,2328.27,394.21,4.15,Excellent,On Hire,77.4,37.43,2026-01-06,2026-07-05,1,1
L&G-02306,Landscaping & Gardening,Turf & Ground Care,Stump Grinder,City Hire Fleet,Bristol,2025-08-12,435.01,354.68,0.92,Fair,Available,78.3,3.64,2026-03-14,2026-09-10,1,1
L&G-02307,Landscaping & Gardening,Turf & Ground Care,Stump Grinder,City Hire Fleet,London South,2025-07-20,1163.77,934.2,0.99,Fair,On Hire,34.6,18.71,2026-01-12,2026-07-11,1,1
L&G-02308,Landscaping & Gardening,Turf & Ground Care,Stump Grinder,City Hire Fleet,Bristol,2022-10-15,1102.92,275.58,3.75,Needs Assessment,Available,69.7,15.54,2026-03-08,2026-09-04,1,1
L&G-02309,Landscaping & Gardening,Turf & Ground Care,Stump Grinder,City Hire Fleet,Bristol,2023-07-10,5602.3,2222.5,3.02,Fair,On Hire,49.7,68.96,2026-04-13,2026-10-10,1,1
L&G-02310,Landscaping & Gardening,Turf & Ground Care,Hedge Trimmer Long Reach,City Hire Fleet,Bristol,2022-02-11,4192.38,482.41,4.42,Excellent,On Hire,83.6,39.93,2026-02-08,2026-08-07,3,1
L&G-02311,Landscaping & Gardening,Turf & Ground Care,Hedge Trimmer Long Reach,City Hire Fleet,Bristol,2022-12-08,5968.11,1667.8,3.6,Fair,Available,65.0,95.33,2026-04-26,2026-10-23,3,1
L&G-02312,Landscaping & Gardening,Turf & Ground Care,Hedge Trimmer Long Reach,City Hire Fleet,Birmingham,2025-12-19,3143.8,2785.49,0.57,Excellent,On Hire,64.4,33.96,2026-06-01,2026-11-28,3,1
L&G-02313,Landscaping & Gardening,Turf & Ground Care,Hedge Trimmer Long Reach,City Hire Fleet,Birmingham,2024-06-01,2314.2,1332.73,2.12,Fair,On Hire,82.9,28.74,2026-03-15,2026-09-11,3,1
L&G-02314,Landscaping & Gardening,Turf & Ground Care,Hedge Trimmer Long Reach,City Hire Fleet,London North,2025-09-01,5657.03,4674.41,0.87,Good,Auction Pending,72.5,61.47,2026-03-12,2026-09-08,3,1
L&G-02315,Landscaping & Gardening,Turf & Ground Care,Hedge Trimmer Long Reach,City Hire Fleet,Bristol,2024-02-29,5184.91,2721.72,2.38,Needs Assessment,On Hire,69.4,60.85,2025-12-10,2026-06-08,3,1
L&G-02316,Landscaping & Gardening,Turf & Ground Care,Hedge Trimmer Long Reach,City Hire Fleet,London North,2022-08-18,2655.21,579.05,3.91,Good,On Hire,59.3,38.34,2026-01-21,2026-07-20,3,1
L&G-02317,Landscaping & Gardening,Turf & Ground Care,Hedge Trimmer Long Reach,City Hire Fleet,Birmingham,2022-04-20,4806.37,732.15,4.24,Good,On Hire,57.4,65.85,2026-06-18,2026-12-15,3,1
L&G-02318,Landscaping & Gardening,Turf & Ground Care,Hedge Trimmer Long Reach,City Hire Fleet,Leeds,2021-09-01,715.98,71.6,4.87,Excellent,On Hire,45.9,9.06,2026-03-18,2026-09-14,3,1
L&G-02319,Landscaping & Gardening,Turf & Ground Care,Hedge Trimmer Long Reach,City Hire Fleet,Manchester,2022-11-08,3350.16,881.14,3.68,Fair,On Hire,65.8,33.48,2026-06-17,2026-12-14,3,1
L&G-02320,Landscaping & Gardening,Turf & Ground Care,Hedge Trimmer Long Reach,City Hire Fleet,Manchester,2024-08-11,667.49,410.37,1.93,Excellent,On Hire,56.9,10.29,2026-02-10,2026-08-09,3,1
L&G-02321,Landscaping & Gardening,Turf & Ground Care,Hedge Trimmer Long Reach,City Hire Fleet,London South,2025-10-24,1886.74,1613.81,0.72,Excellent,On Hire,70.9,15.68,2026-02-01,2026-07-31,3,1
L&G-02322,Landscaping & Gardening,Turf & Ground Care,Hedge Trimmer Long Reach,City Hire Fleet,Birmingham,2023-01-31,4712.97,1456.5,3.45,Fair,On Hire,64.9,83.82,2025-12-20,2026-06-18,3,1
M&E-02323,Mechanical & Electrical,Test & Install,Cable Detector,City Hire Fleet,Leeds,2026-02-25,1254.59,1158.35,0.38,Excellent,On Hire,86.4,11.81,2026-05-11,2026-11-07,1,1
M&E-02324,Mechanical & Electrical,Test & Install,Cable Detector,City Hire Fleet,Manchester,2024-12-02,2174.08,1471.23,1.62,Fair,On Hire,66.4,28.8,2026-01-13,2026-07-12,1,1
M&E-02325,Mechanical & Electrical,Test & Install,Cable Detector,City Hire Fleet,Birmingham,2022-09-13,4492.1,1043.64,3.84,Needs Assessment,Workshop,64.9,49.27,2026-03-27,2026-09-23,1,1
M&E-02326,Mechanical & Electrical,Test & Install,Cable Detector,City Hire Fleet,Bristol,2025-05-05,1909.06,1452.98,1.19,Good,On Hire,67.3,18.34,2026-03-15,2026-09-11,1,1
M&E-02327,Mechanical & Electrical,Test & Install,Cable Detector,City Hire Fleet,Bristol,2022-07-20,2324.72,470.04,3.99,Excellent,Workshop,78.5,35.4,2026-02-21,2026-08-20,1,1
M&E-02328,Mechanical & Electrical,Test & Install,Pipe Freezing Kit,City Hire Fleet,Leeds,2022-12-31,936.93,273.63,3.54,Good,Available,53.5,14.4,2025-12-16,2026-06-14,2,1
M&E-02329,Mechanical & Electrical,Test & Install,Pipe Freezing Kit,City Hire Fleet,London North,2024-09-05,317.39,199.48,1.86,Fair,On Hire,89.0,4.68,2026-04-24,2026-10-21,2,1
M&E-02330,Mechanical & Electrical,Test & Install,Pipe Freezing Kit,City Hire Fleet,London South,2024-12-24,2723.29,1875.71,1.56,Good,On Hire,43.2,39.19,2026-03-21,2026-09-17,2,1
M&E-02331,Mechanical & Electrical,Test & Install,Pipe Freezing Kit,City Hire Fleet,London South,2023-03-19,712.87,238.66,3.33,Good,On Hire,70.6,7.24,2026-02-25,2026-08-24,2,1
M&E-02332,Mechanical & Electrical,Test & Install,Pipe Freezing Kit,City Hire Fleet,London North,2025-04-12,4773.79,3573.15,1.26,Good,Auction Pending,98,55.56,2026-02-17,2026-08-16,2,1
M&E-02333,Mechanical & Electrical,Test & Install,Pipe Freezing Kit,City Hire Fleet,Manchester,2024-10-05,4509.11,2908.07,1.78,Good,Available,34.8,51.93,2026-01-29,2026-07-28,2,1
M&E-02334,Mechanical & Electrical,Test & Install,Pipe Freezing Kit,City Hire Fleet,Birmingham,2021-10-23,2826.72,282.67,4.73,Excellent,On Hire,62.6,27.58,2025-12-31,2026-06-29,2,1
M&E-02335,Mechanical & Electrical,Test & Install,Pipe Freezing Kit,City Hire Fleet,Leeds,2024-01-20,2022.33,1017.26,2.48,Good,On Hire,55.1,25.03,2026-05-03,2026-10-30,2,1
M&E-02336,Mechanical & Electrical,Test & Install,Pipe Freezing Kit,City Hire Fleet,London North,2024-11-12,3584.94,2386.69,1.67,Needs Assessment,Auction Pending,60.3,57.57,2025-12-07,2026-06-05,2,1
M&E-02337,Mechanical & Electrical,Test & Install,Pipe Freezing Kit,City Hire Fleet,Bristol,2025-11-15,675.78,586.17,0.66,Fair,On Hire,95.3,6.08,2026-01-04,2026-07-03,2,1
M&E-02338,Mechanical & Electrical,Test & Install,Pipe Freezing Kit,City Hire Fleet,Birmingham,2023-12-19,2640.97,1282.14,2.57,Fair,Workshop,66.3,26.72,2026-01-25,2026-07-24,2,1
M&E-02339,Mechanical & Electrical,Test & Install,Threading Machine,City Hire Fleet,Manchester,2023-11-27,2870.04,1358.75,2.63,Good,Auction Pending,83.7,46.51,2026-04-16,2026-10-13,3,1
M&E-02340,Mechanical & Electrical,Test & Install,Threading Machine,City Hire Fleet,London South,2022-07-05,3977.02,771.43,4.03,Good,On Hire,81.2,42.46,2026-04-10,2026-10-07,3,1
M&E-02341,Mechanical & Electrical,Test & Install,Threading Machine,City Hire Fleet,London North,2022-10-06,1506.37,368.96,3.78,Fair,On Hire,76.2,18.3,2026-05-14,2026-11-10,3,1
M&E-02342,Mechanical & Electrical,Test & Install,Threading Machine,City Hire Fleet,Bristol,2026-05-15,374.67,362.15,0.17,Fair,Available,41.8,5.25,2025-12-11,2026-06-09,3,1
M&E-02343,Mechanical & Electrical,Test & Install,Threading Machine,City Hire Fleet,London South,2024-07-29,1059.45,643.8,1.96,Good,On Hire,49.7,12.64,2026-04-05,2026-10-02,3,1
M&E-02344,Mechanical & Electrical,Test & Install,Threading Machine,City Hire Fleet,Leeds,2026-03-02,4056.33,3756.27,0.37,Good,On Hire,56.5,61.99,2026-06-12,2026-12-09,3,1
M&E-02345,Mechanical & Electrical,Test & Install,Threading Machine,City Hire Fleet,London South,2024-03-12,4544.81,2415.6,2.34,Good,On Hire,48.1,65.06,2025-12-21,2026-06-19,3,1
M&E-02346,Mechanical & Electrical,Test & Install,Threading Machine,City Hire Fleet,Bristol,2022-01-21,2112.06,218.73,4.48,Excellent,Available,61.4,23.71,2026-05-09,2026-11-05,3,1
M&E-02347,Mechanical & Electrical,Test & Install,Threading Machine,City Hire Fleet,Bristol,2025-12-07,693.01,609.47,0.6,Good,On Hire,44.8,11.92,2026-07-07,2027-01-03,3,1
M&E-02348,Mechanical & Electrical,Test & Install,Threading Machine,City Hire Fleet,London South,2026-01-05,2966.02,2655.6,0.52,Needs Assessment,On Hire,70.6,42.55,2026-01-08,2026-07-07,3,1
M&E-02349,Mechanical & Electrical,Test & Install,Threading Machine,City Hire Fleet,London South,2022-02-04,1951.08,217.02,4.44,Good,On Hire,64.9,31.36,2026-02-27,2026-08-26,3,1
M&E-02350,Mechanical & Electrical,Test & Install,Threading Machine,City Hire Fleet,London North,2024-05-02,3909.36,2187.1,2.2,Needs Assessment,Available,92.8,55.8,2026-05-05,2026-11-01,3,1
M&E-02351,Mechanical & Electrical,Test & Install,Threading Machine,City Hire Fleet,London North,2022-11-16,4927.79,1317.68,3.66,Excellent,Workshop,67.6,52.33,2026-06-13,2026-12-10,3,1
M&E-02352,Mechanical & Electrical,Test & Install,Threading Machine,City Hire Fleet,London South,2025-06-11,690.69,539.68,1.09,Good,On Hire,58.0,8.92,2026-04-13,2026-10-10,3,1
P&D-02353,Painting & Decorating,Sprayers,Airless Paint Sprayer,City Hire Fleet,Birmingham,2024-02-19,322.9,167.73,2.4,Good,Available,68.4,4.04,2026-04-09,2026-10-06,1,1
P&D-02354,Painting & Decorating,Sprayers,Airless Paint Sprayer,City Hire Fleet,Leeds,2025-07-21,572.55,459.92,0.98,Good,On Hire,61.6,8.05,2026-05-30,2026-11-26,1,1
P&D-02355,Painting & Decorating,Sprayers,Wallpaper Steamer,City Hire Fleet,London North,2025-10-18,2443.4,2081.91,0.74,Excellent,On Hire,79.1,37.67,2026-02-25,2026-08-24,1,1
P&D-02356,Painting & Decorating,Sprayers,Wallpaper Steamer,City Hire Fleet,Bristol,2025-10-09,603.19,510.98,0.76,Good,On Hire,62.4,5.74,2026-07-09,2027-01-05,1,1
P&D-02357,Painting & Decorating,Sprayers,Floor Prep Grinder,City Hire Fleet,London South,2025-10-23,2261.65,1933.25,0.73,Excellent,On Hire,70.5,28.98,2026-01-18,2026-07-17,1,1
P&D-02358,Painting & Decorating,Sprayers,Floor Prep Grinder,City Hire Fleet,Manchester,2025-12-09,969.1,853.34,0.6,Good,On Hire,64.4,12.56,2026-04-30,2026-10-27,1,1
P&D-02359,Painting & Decorating,Sprayers,Floor Prep Grinder,City Hire Fleet,Leeds,2023-08-01,2373.91,970.38,2.96,Excellent,On Hire,72.4,28.32,2025-12-10,2026-06-08,1,1
P&D-02360,Painting & Decorating,Sprayers,Floor Prep Grinder,City Hire Fleet,London South,2023-03-08,2013.91,662.11,3.36,Needs Assessment,On Hire,58.0,25.94,2026-06-02,2026-11-29,1,1
P&D-02361,Painting & Decorating,Sprayers,Floor Prep Grinder,City Hire Fleet,Manchester,2023-12-15,1145.78,553.74,2.58,Good,Available,62.5,15.66,2026-02-09,2026-08-08,1,1
P&D-02362,Painting & Decorating,Sprayers,Floor Prep Grinder,City Hire Fleet,London South,2024-05-11,2260.05,1275.54,2.18,Fair,Workshop,37.2,39.73,2026-03-21,2026-09-17,1,1
P&D-02363,Painting & Decorating,Sprayers,Floor Prep Grinder,City Hire Fleet,Birmingham,2025-01-13,1529.14,1069.98,1.5,Good,Available,55.9,13.99,2026-03-01,2026-08-28,1,1
C-02364,Consumables,Site Consumables,Diamond Blade 350mm,City Hire Fleet,London North,2024-08-24,67.26,41.83,1.89,Excellent,On Hire,88.2,0.79,2026-05-13,2026-11-09,3,1
C-02365,Consumables,Site Consumables,Diamond Blade 350mm,City Hire Fleet,London South,2025-08-22,118.03,96.88,0.9,Good,On Hire,71.8,1.88,2026-04-21,2026-10-18,3,1
C-02366,Consumables,Site Consumables,Diamond Blade 350mm,City Hire Fleet,London South,2025-02-24,86.44,62.47,1.39,Good,On Hire,71.5,0.78,2026-02-10,2026-08-09,3,1
C-02367,Consumables,Site Consumables,Diamond Blade 350mm,City Hire Fleet,Leeds,2024-11-23,108.86,73.13,1.64,Good,Available,87.0,1.69,2026-02-18,2026-08-17,3,1
C-02368,Consumables,Site Consumables,Diamond Blade 350mm,City Hire Fleet,Manchester,2024-09-03,122.94,77.13,1.86,Good,On Hire,54.6,2.2,2026-07-02,2026-12-29,3,1
C-02369,Consumables,Site Consumables,Diamond Blade 350mm,City Hire Fleet,Bristol,2024-02-04,22.29,11.4,2.44,Excellent,On Hire,44.8,0.18,2026-05-15,2026-11-11,3,1
C-02370,Consumables,Site Consumables,Diamond Blade 350mm,City Hire Fleet,Birmingham,2022-01-23,129.13,13.51,4.48,Excellent,Auction Pending,68.6,2.28,2026-03-18,2026-09-14,3,1
C-02371,Consumables,Site Consumables,Diamond Blade 350mm,City Hire Fleet,Manchester,2026-04-01,134.9,127.14,0.29,Excellent,Available,66.4,2.16,2026-06-27,2026-12-24,3,1
C-02372,Consumables,Site Consumables,Diamond Blade 350mm,City Hire Fleet,Manchester,2022-05-26,48.64,8.37,4.14,Excellent,On Hire,61.1,0.77,2026-04-17,2026-10-14,3,1
C-02373,Consumables,Site Consumables,Diamond Blade 350mm,City Hire Fleet,Leeds,2023-09-08,93.79,40.29,2.85,Needs Assessment,On Hire,46.1,0.86,2025-12-09,2026-06-07,3,1
C-02374,Consumables,Site Consumables,Diamond Blade 350mm,City Hire Fleet,London North,2024-05-11,140.97,79.56,2.18,Fair,On Hire,76.4,1.32,2026-05-18,2026-11-14,3,1
C-02375,Consumables,Site Consumables,Diamond Blade 350mm,City Hire Fleet,Birmingham,2024-08-23,129.9,80.72,1.89,Fair,On Hire,61.4,1.74,2026-01-10,2026-07-09,3,1
C-02376,Consumables,Site Consumables,Diamond Blade 350mm,City Hire Fleet,London North,2026-06-05,140.45,137.37,0.11,Excellent,Workshop,53.1,2.45,2026-05-09,2026-11-05,3,1
C-02377,Consumables,Site Consumables,Diamond Blade 350mm,City Hire Fleet,London South,2026-01-13,43.24,38.9,0.5,Fair,On Hire,53.6,0.6,2026-01-17,2026-07-16,3,1
C-02378,Consumables,Site Consumables,SDS Drill Bit Set,City Hire Fleet,Manchester,2025-09-30,51.3,43.2,0.79,Good,On Hire,40.1,0.75,2026-02-15,2026-08-14,1,1
C-02379,Consumables,Site Consumables,SDS Drill Bit Set,City Hire Fleet,Leeds,2023-07-13,81.5,32.47,3.01,Good,Auction Pending,44.8,0.73,2026-04-23,2026-10-20,1,1
C-02380,Consumables,Site Consumables,SDS Drill Bit Set,City Hire Fleet,London South,2022-02-27,47.95,5.94,4.38,Good,On Hire,53.3,0.74,2026-02-22,2026-08-21,1,1
C-02381,Consumables,Site Consumables,Fixing Screws Box,City Hire Fleet,Manchester,2022-07-23,16.31,3.32,3.98,Fair,On Hire,67.9,0.16,2026-05-20,2026-11-16,1,1
C-02382,Consumables,Site Consumables,Fixing Screws Box,City Hire Fleet,Bristol,2025-11-13,54.37,47.1,0.67,Good,Workshop,62.1,0.61,2026-01-01,2026-06-30,1,1
C-02383,Consumables,Site Consumables,Fixing Screws Box,City Hire Fleet,London South,2024-09-15,107.73,68.3,1.83,Fair,On Hire,47.8,1.28,2026-06-11,2026-12-08,1,1
C-02384,Consumables,Site Consumables,Fixing Screws Box,City Hire Fleet,Manchester,2023-12-02,130.84,62.3,2.62,Excellent,On Hire,40.5,1.41,2025-12-27,2026-06-25,1,1
C-02385,Consumables,Site Consumables,Fixing Screws Box,City Hire Fleet,London North,2025-07-14,104.51,83.55,1.0,Good,On Hire,80.5,1.09,2026-03-18,2026-09-14,1,1
CC-02386,Climate Control,Heating & Drying,Indirect Diesel Heater 85kW,City Hire Fleet,Manchester,2025-05-28,2840.76,2197.89,1.13,Good,On Hire,57.5,26.09,2026-03-01,2026-08-28,2,1
CC-02387,Climate Control,Heating & Drying,Indirect Diesel Heater 85kW,City Hire Fleet,Birmingham,2023-05-15,1306.16,478.09,3.17,Excellent,On Hire,55.7,14.01,2026-03-06,2026-09-02,2,1
CC-02388,Climate Control,Heating & Drying,Indirect Diesel Heater 85kW,City Hire Fleet,London South,2025-11-27,1012.73,885.1,0.63,Excellent,On Hire,66.3,12.18,2026-03-28,2026-09-24,2,1
CC-02389,Climate Control,Heating & Drying,Indirect Diesel Heater 85kW,City Hire Fleet,Leeds,2023-02-15,2917.78,925.7,3.41,Excellent,On Hire,49.8,26.58,2026-07-02,2026-12-29,2,1
CC-02390,Climate Control,Heating & Drying,Indirect Diesel Heater 85kW,City Hire Fleet,London South,2025-10-23,1046.36,894.42,0.73,Excellent,On Hire,52.4,9.43,2026-05-07,2026-11-03,2,1
CC-02391,Climate Control,Heating & Drying,Indirect Diesel Heater 85kW,City Hire Fleet,Leeds,2025-03-09,8013.84,5849.01,1.35,Fair,On Hire,58.6,119.54,2026-05-19,2026-11-15,2,1
CC-02392,Climate Control,Heating & Drying,Indirect Diesel Heater 85kW,City Hire Fleet,Leeds,2023-09-05,2327.93,996.23,2.86,Excellent,Available,49.5,32.51,2026-04-17,2026-10-14,2,1
CC-02393,Climate Control,Heating & Drying,Indirect Diesel Heater 85kW,City Hire Fleet,Birmingham,2022-05-05,626.1,100.52,4.2,Fair,Available,75.1,9.32,2026-01-06,2026-07-05,2,1
CC-02394,Climate Control,Heating & Drying,Indirect Diesel Heater 85kW,City Hire Fleet,Birmingham,2025-07-02,3246.94,2574.42,1.04,Fair,On Hire,91.1,30.58,2026-05-28,2026-11-24,2,1
CC-02395,Climate Control,Heating & Drying,Dehumidifier 50L,City Hire Fleet,London South,2022-09-20,4586.65,1083.2,3.82,Good,On Hire,58.6,75.82,2026-06-25,2026-12-22,1,1
CC-02396,Climate Control,Heating & Drying,Dehumidifier 50L,City Hire Fleet,Manchester,2023-02-15,3558.01,1128.82,3.41,Fair,On Hire,70.6,45.28,2026-07-14,2027-01-10,1,1
CC-02397,Climate Control,Heating & Drying,Industrial Fan 24in,City Hire Fleet,London South,2021-11-11,746.08,74.61,4.68,Fair,On Hire,58.1,11.75,2026-03-08,2026-09-04,1,1
CC-02398,Climate Control,Heating & Drying,Industrial Fan 24in,City Hire Fleet,Manchester,2025-11-23,3158.66,2753.66,0.64,Good,Available,52.5,56.53,2026-03-21,2026-09-17,1,1
