date,depot,category,fleet_units,units_on_hire,units_in_workshop,units_available,utilisation_pct,workshop_pct
2026-04-23,Manchester,Sanding & Woodworking,4,2,0,2,50.0,0.0
2026-04-23,Manchester,Landscaping & Gardening,3,2,0,1,66.7,0.0
2026-04-23,Manchester,Mechanical & Electrical,3,3,0,0,100.0,0.0
2026-04-23,Manchester,Painting & Decorating,2,2,0,0,100.0,0.0
2026-04-23,Manchester,Consumables,6,4,1,1,66.7,16.7
2026-04-23,Manchester,Climate Control,3,2,0,1,66.7,0.0
2026-04-23,Manchester,"Safety, Ventilation & Extraction",6,4,1,1,66.7,16.7
2026-04-23,Manchester,Propping & Support,7,6,1,0,85.7,14.3
2026-04-23,Manchester,Lighting,2,1,0,1,50.0,0.0
2026-04-23,Manchester,Fencing & Barriers,2,1,0,1,50.0,0.0
2026-04-23,Manchester,Fixing & Fastening,3,2,0,1,66.7,0.0
2026-04-23,Manchester,Concreting & Compaction,9,7,1,1,77.8,11.1
2026-04-23,Manchester,Fuel & Gas,2,1,0,1,50.0,0.0
2026-04-23,Manchester,Survey & Location,2,1,0,1,50.0,0.0
2026-04-23,Manchester,Site Equipment & Groundworks,3,2,0,1,66.7,0.0
2026-04-23,Manchester,Power & Electrics,9,6,1,2,66.7,11.1
2026-04-23,Bristol,Plant,16,9,2,5,56.2,12.5
2026-04-23,Bristol,Powered Access,16,10,2,4,62.5,12.5
2026-04-23,Bristol,Breakers & Drills,51,37,6,8,72.5,11.8
2026-04-23,Bristol,Material Handling & Logistics,45,30,6,9,66.7,13.3
2026-04-23,Bristol,Lifting Equipment,29,17,5,7,58.6,17.2
2026-04-23,Bristol,"Accommodation, Storage & Welfare",13,7,2,4,53.8,15.4
2026-04-23,Bristol,Cutting & Grinding,25,20,3,2,80.0,12.0
2026-04-23,Bristol,Access,5,3,1,1,60.0,20.0
2026-04-23,Bristol,Cleaning,3,2,0,1,66.7,0.0
2026-04-23,Bristol,Sanding & Woodworking,6,4,1,1,66.7,16.7
2026-04-23,Bristol,Landscaping & Gardening,9,5,1,3,55.6,11.1
2026-04-23,Bristol,Mechanical & Electrical,6,4,1,1,66.7,16.7
2026-04-23,Bristol,Painting & Decorating,1,1,0,0,100.0,0.0
2026-04-23,Bristol,Consumables,2,2,0,0,100.0,0.0
2026-04-23,Bristol,"Safety, Ventilation & Extraction",4,2,0,2,50.0,0.0
2026-04-23,Bristol,Propping & Support,5,4,1,0,80.0,20.0
2026-04-23,Bristol,Lighting,3,2,0,1,66.7,0.0
2026-04-23,Bristol,Fencing & Barriers,3,2,0,1,66.7,0.0
2026-04-23,Bristol,Fixing & Fastening,6,4,1,1,66.7,16.7
2026-04-23,Bristol,Concreting & Compaction,5,3,1,1,60.0,20.0
2026-04-23,Bristol,Fuel & Gas,3,2,0,1,66.7,0.0
2026-04-23,Bristol,Survey & Location,8,6,1,1,75.0,12.5
2026-04-23,Bristol,Site Equipment & Groundworks,6,4,1,1,66.7,16.7
2026-04-23,Bristol,Power & Electrics,5,3,1,1,60.0,20.0
2026-04-23,Leeds,Plant,13,8,1,4,61.5,7.7
2026-04-23,Leeds,Powered Access,22,14,3,5,63.6,13.6
2026-04-23,Leeds,Breakers & Drills,42,31,5,6,73.8,11.9
2026-04-23,Leeds,Material Handling & Logistics,56,34,9,13,60.7,16.1
2026-04-23,Leeds,Lifting Equipment,41,26,6,9,63.4,14.6
2026-04-23,Leeds,"Accommodation, Storage & Welfare",25,18,3,4,72.0,12.0
2026-04-23,Leeds,Cutting & Grinding,37,27,6,4,73.0,16.2
2026-04-23,Leeds,Access,5,3,1,1,60.0,20.0
2026-04-23,Leeds,Cleaning,9,5,1,3,55.6,11.1
2026-04-23,Leeds,Sanding & Woodworking,5,3,1,1,60.0,20.0
2026-04-23,Leeds,Landscaping & Gardening,2,1,0,1,50.0,0.0
2026-04-23,Leeds,Mechanical & Electrical,4,2,1,1,50.0,25.0
2026-04-23,Leeds,Painting & Decorating,2,1,0,1,50.0,0.0
2026-04-23,Leeds,Consumables,3,2,0,1,66.7,0.0
2026-04-23,Leeds,Climate Control,3,2,0,1,66.7,0.0
2026-04-23,Leeds,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2026-04-23,Leeds,Propping & Support,3,2,0,1,66.7,0.0
2026-04-23,Leeds,Lighting,1,1,0,0,100.0,0.0
2026-04-23,Leeds,Fencing & Barriers,2,2,0,0,100.0,0.0
2026-04-23,Leeds,Fixing & Fastening,1,1,0,0,100.0,0.0
2026-04-23,Leeds,Concreting & Compaction,4,3,1,0,75.0,25.0
2026-04-23,Leeds,Survey & Location,3,2,0,1,66.7,0.0
2026-04-23,Leeds,Site Equipment & Groundworks,1,1,0,0,100.0,0.0
2026-04-23,Leeds,Power & Electrics,4,2,1,1,50.0,25.0
2026-04-24,London North,Plant,11,8,1,2,72.7,9.1
2026-04-24,London North,Powered Access,17,13,2,2,76.5,11.8
2026-04-24,London North,Breakers & Drills,52,33,6,13,63.5,11.5
2026-04-24,London North,Material Handling & Logistics,40,22,6,12,55.0,15.0
2026-04-24,London North,Lifting Equipment,31,20,4,7,64.5,12.9
2026-04-24,London North,"Accommodation, Storage & Welfare",14,9,2,3,64.3,14.3
2026-04-24,London North,Cutting & Grinding,30,23,3,4,76.7,10.0
2026-04-24,London North,Access,3,3,0,0,100.0,0.0
2026-04-24,London North,Cleaning,7,4,1,2,57.1,14.3
2026-04-24,London North,Sanding & Woodworking,10,8,1,1,80.0,10.0
2026-04-24,London North,Landscaping & Gardening,2,1,0,1,50.0,0.0
2026-04-24,London North,Mechanical & Electrical,6,4,1,1,66.7,16.7
2026-04-24,London North,Painting & Decorating,1,1,0,0,100.0,0.0
2026-04-24,London North,Consumables,4,3,1,0,75.0,25.0
2026-04-24,London North,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2026-04-24,London North,Propping & Support,1,1,0,0,100.0,0.0
2026-04-24,London North,Lighting,5,3,1,1,60.0,20.0
2026-04-24,London North,Fencing & Barriers,2,1,0,1,50.0,0.0
2026-04-24,London North,Fixing & Fastening,7,5,1,1,71.4,14.3
2026-04-24,London North,Concreting & Compaction,3,2,0,1,66.7,0.0
2026-04-24,London North,Fuel & Gas,1,1,0,0,100.0,0.0
2026-04-24,London North,Survey & Location,5,4,1,0,80.0,20.0
2026-04-24,London North,Site Equipment & Groundworks,4,3,1,0,75.0,25.0
2026-04-24,London North,Power & Electrics,4,2,0,2,50.0,0.0
2026-04-24,London South,Plant,11,9,2,0,81.8,18.2
2026-04-24,London South,Powered Access,12,7,2,3,58.3,16.7
2026-04-24,London South,Breakers & Drills,45,30,7,8,66.7,15.6
2026-04-24,London South,Material Handling & Logistics,37,23,4,10,62.2,10.8
2026-04-24,London South,Lifting Equipment,33,25,4,4,75.8,12.1
2026-04-24,London South,"Accommodation, Storage & Welfare",8,6,1,1,75.0,12.5
2026-04-24,London South,Cutting & Grinding,36,29,5,2,80.6,13.9
2026-04-24,London South,Access,5,3,1,1,60.0,20.0
2026-04-24,London South,Cleaning,12,6,2,4,50.0,16.7
2026-04-24,London South,Sanding & Woodworking,9,7,1,1,77.8,11.1
2026-04-24,London South,Landscaping & Gardening,3,2,0,1,66.7,0.0
2026-04-24,London South,Mechanical & Electrical,8,6,1,1,75.0,12.5
2026-04-24,London South,Painting & Decorating,3,2,0,1,66.7,0.0
2026-04-24,London South,Consumables,5,3,1,1,60.0,20.0
2026-04-24,London South,Climate Control,4,2,0,2,50.0,0.0
2026-04-24,London South,"Safety, Ventilation & Extraction",2,1,0,1,50.0,0.0
2026-04-24,London South,Propping & Support,1,1,0,0,100.0,0.0
2026-04-24,London South,Lighting,1,1,0,0,100.0,0.0
2026-04-24,London South,Fencing & Barriers,3,2,0,1,66.7,0.0
2026-04-24,London South,Fixing & Fastening,3,2,0,1,66.7,0.0
2026-04-24,London South,Concreting & Compaction,9,4,1,4,44.4,11.1
2026-04-24,London South,Fuel & Gas,2,1,0,1,50.0,0.0
2026-04-24,London South,Survey & Location,4,2,1,1,50.0,25.0
2026-04-24,London South,Site Equipment & Groundworks,5,4,1,0,80.0,20.0
2026-04-24,London South,Power & Electrics,5,3,1,1,60.0,20.0
2026-04-24,Birmingham,Plant,7,5,1,1,71.4,14.3
2026-04-24,Birmingham,Powered Access,14,9,2,3,64.3,14.3
2026-04-24,Birmingham,Breakers & Drills,53,41,6,6,77.4,11.3
2026-04-24,Birmingham,Material Handling & Logistics,23,21,4,0,91.3,17.4
2026-04-24,Birmingham,Lifting Equipment,28,23,3,2,82.1,10.7
2026-04-24,Birmingham,"Accommodation, Storage & Welfare",23,14,2,7,60.9,8.7
2026-04-24,Birmingham,Cutting & Grinding,27,22,3,2,81.5,11.1
2026-04-24,Birmingham,Access,5,4,1,0,80.0,20.0
2026-04-24,Birmingham,Cleaning,8,5,1,2,62.5,12.5
2026-04-24,Birmingham,Sanding & Woodworking,12,7,1,4,58.3,8.3
2026-04-24,Birmingham,Landscaping & Gardening,5,3,1,1,60.0,20.0
2026-04-24,Birmingham,Mechanical & Electrical,3,3,0,0,100.0,0.0
2026-04-24,Birmingham,Painting & Decorating,2,1,0,1,50.0,0.0
2026-04-24,Birmingham,Consumables,2,1,0,1,50.0,0.0
2026-04-24,Birmingham,Climate Control,3,2,0,1,66.7,0.0
2026-04-24,Birmingham,"Safety, Ventilation & Extraction",5,4,1,0,80.0,20.0
2026-04-24,Birmingham,Propping & Support,1,1,0,0,100.0,0.0
2026-04-24,Birmingham,Lighting,1,1,0,0,100.0,0.0
2026-04-24,Birmingham,Fencing & Barriers,2,1,0,1,50.0,0.0
2026-04-24,Birmingham,Fixing & Fastening,5,3,1,1,60.0,20.0
2026-04-24,Birmingham,Concreting & Compaction,3,2,0,1,66.7,0.0
2026-04-24,Birmingham,Fuel & Gas,3,2,0,1,66.7,0.0
2026-04-24,Birmingham,Survey & Location,4,2,0,2,50.0,0.0
2026-04-24,Birmingham,Site Equipment & Groundworks,5,4,1,0,80.0,20.0
2026-04-24,Birmingham,Power & Electrics,4,3,1,0,75.0,25.0
2026-04-24,Manchester,Plant,12,7,1,4,58.3,8.3
2026-04-24,Manchester,Powered Access,22,11,2,9,50.0,9.1
2026-04-24,Manchester,Breakers & Drills,43,25,7,11,58.1,16.3
2026-04-24,Manchester,Material Handling & Logistics,35,28,4,3,80.0,11.4
2026-04-24,Manchester,Lifting Equipment,30,21,3,6,70.0,10.0
2026-04-24,Manchester,"Accommodation, Storage & Welfare",21,11,3,7,52.4,14.3
2026-04-24,Manchester,Cutting & Grinding,36,27,6,3,75.0,16.7
2026-04-24,Manchester,Access,1,1,0,0,100.0,0.0
2026-04-24,Manchester,Cleaning,7,5,1,1,71.4,14.3
2026-04-24,Manchester,Sanding & Woodworking,4,3,1,0,75.0,25.0
2026-04-24,Manchester,Landscaping & Gardening,3,2,0,1,66.7,0.0
2026-04-24,Manchester,Mechanical & Electrical,3,2,0,1,66.7,0.0
2026-04-24,Manchester,Painting & Decorating,2,1,0,1,50.0,0.0
2026-04-24,Manchester,Consumables,6,5,1,0,83.3,16.7
2026-04-24,Manchester,Climate Control,3,2,0,1,66.7,0.0
2026-04-24,Manchester,"Safety, Ventilation & Extraction",6,4,1,1,66.7,16.7
2026-04-24,Manchester,Propping & Support,7,4,1,2,57.1,14.3
2026-04-24,Manchester,Lighting,2,1,0,1,50.0,0.0
2026-04-24,Manchester,Fencing & Barriers,2,1,0,1,50.0,0.0
2026-04-24,Manchester,Fixing & Fastening,3,2,0,1,66.7,0.0
2026-04-24,Manchester,Concreting & Compaction,9,7,1,1,77.8,11.1
2026-04-24,Manchester,Fuel & Gas,2,1,0,1,50.0,0.0
2026-04-24,Manchester,Survey & Location,2,1,0,1,50.0,0.0
2026-04-24,Manchester,Site Equipment & Groundworks,3,2,0,1,66.7,0.0
2026-04-24,Manchester,Power & Electrics,9,7,1,1,77.8,11.1
2026-04-24,Bristol,Plant,16,9,2,5,56.2,12.5
2026-04-24,Bristol,Powered Access,16,11,2,3,68.8,12.5
2026-04-24,Bristol,Breakers & Drills,51,35,6,10,68.6,11.8
2026-04-24,Bristol,Material Handling & Logistics,45,20,5,20,44.4,11.1
2026-04-24,Bristol,Lifting Equipment,29,21,4,4,72.4,13.8
2026-04-24,Bristol,"Accommodation, Storage & Welfare",13,7,2,4,53.8,15.4
2026-04-24,Bristol,Cutting & Grinding,25,13,3,9,52.0,12.0
2026-04-24,Bristol,Access,5,3,1,1,60.0,20.0
2026-04-24,Bristol,Cleaning,3,2,0,1,66.7,0.0
2026-04-24,Bristol,Sanding & Woodworking,6,4,1,1,66.7,16.7
2026-04-24,Bristol,Landscaping & Gardening,9,7,1,1,77.8,11.1
2026-04-24,Bristol,Mechanical & Electrical,6,4,1,1,66.7,16.7
2026-04-24,Bristol,Painting & Decorating,1,1,0,0,100.0,0.0
2026-04-24,Bristol,Consumables,2,1,0,1,50.0,0.0
2026-04-24,Bristol,"Safety, Ventilation & Extraction",4,2,1,1,50.0,25.0
2026-04-24,Bristol,Propping & Support,5,3,1,1,60.0,20.0
2026-04-24,Bristol,Lighting,3,2,0,1,66.7,0.0
2026-04-24,Bristol,Fencing & Barriers,3,2,0,1,66.7,0.0
2026-04-24,Bristol,Fixing & Fastening,6,4,1,1,66.7,16.7
2026-04-24,Bristol,Concreting & Compaction,5,3,1,1,60.0,20.0
2026-04-24,Bristol,Fuel & Gas,3,2,0,1,66.7,0.0
2026-04-24,Bristol,Survey & Location,8,4,1,3,50.0,12.5
2026-04-24,Bristol,Site Equipment & Groundworks,6,4,1,1,66.7,16.7
2026-04-24,Bristol,Power & Electrics,5,3,1,1,60.0,20.0
2026-04-24,Leeds,Plant,13,10,2,1,76.9,15.4
2026-04-24,Leeds,Powered Access,22,12,4,6,54.5,18.2
2026-04-24,Leeds,Breakers & Drills,42,38,7,0,90.5,16.7
2026-04-24,Leeds,Material Handling & Logistics,56,40,8,8,71.4,14.3
2026-04-24,Leeds,Lifting Equipment,41,29,6,6,70.7,14.6
2026-04-24,Leeds,"Accommodation, Storage & Welfare",25,18,3,4,72.0,12.0
2026-04-24,Leeds,Cutting & Grinding,37,26,6,5,70.3,16.2
2026-04-24,Leeds,Access,5,4,1,0,80.0,20.0
2026-04-24,Leeds,Cleaning,9,4,1,4,44.4,11.1
2026-04-24,Leeds,Sanding & Woodworking,5,3,1,1,60.0,20.0
2026-04-24,Leeds,Landscaping & Gardening,2,2,0,0,100.0,0.0
2026-04-24,Leeds,Mechanical & Electrical,4,3,1,0,75.0,25.0
2026-04-24,Leeds,Painting & Decorating,2,2,0,0,100.0,0.0
2026-04-24,Leeds,Consumables,3,2,0,1,66.7,0.0
2026-04-24,Leeds,Climate Control,3,2,0,1,66.7,0.0
2026-04-24,Leeds,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2026-04-24,Leeds,Propping & Support,3,2,0,1,66.7,0.0
2026-04-24,Leeds,Lighting,1,1,0,0,100.0,0.0
2026-04-24,Leeds,Fencing & Barriers,2,1,0,1,50.0,0.0
2026-04-24,Leeds,Fixing & Fastening,1,1,0,0,100.0,0.0
2026-04-24,Leeds,Concreting & Compaction,4,3,1,0,75.0,25.0
2026-04-24,Leeds,Survey & Location,3,2,0,1,66.7,0.0
2026-04-24,Leeds,Site Equipment & Groundworks,1,1,0,0,100.0,0.0
2026-04-24,Leeds,Power & Electrics,4,3,1,0,75.0,25.0
2026-04-25,London North,Plant,11,6,1,4,54.5,9.1
2026-04-25,London North,Powered Access,17,9,2,6,52.9,11.8
2026-04-25,London North,Breakers & Drills,52,38,7,7,73.1,13.5
2026-04-25,London North,Material Handling & Logistics,40,29,5,6,72.5,12.5
2026-04-25,London North,Lifting Equipment,31,22,5,4,71.0,16.1
2026-04-25,London North,"Accommodation, Storage & Welfare",14,6,2,6,42.9,14.3
2026-04-25,London North,Cutting & Grinding,30,23,5,2,76.7,16.7
2026-04-25,London North,Access,3,2,0,1,66.7,0.0
2026-04-25,London North,Cleaning,7,4,1,2,57.1,14.3
2026-04-25,London North,Sanding & Woodworking,10,6,1,3,60.0,10.0
2026-04-25,London North,Landscaping & Gardening,2,2,0,0,100.0,0.0
2026-04-25,London North,Mechanical & Electrical,6,4,1,1,66.7,16.7
2026-04-25,London North,Painting & Decorating,1,1,0,0,100.0,0.0
2026-04-25,London North,Consumables,4,2,1,1,50.0,25.0
2026-04-25,London North,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2026-04-25,London North,Propping & Support,1,1,0,0,100.0,0.0
2026-04-25,London North,Lighting,5,3,1,1,60.0,20.0
2026-04-25,London North,Fencing & Barriers,2,1,0,1,50.0,0.0
2026-04-25,London North,Fixing & Fastening,7,3,1,3,42.9,14.3
2026-04-25,London North,Concreting & Compaction,3,2,0,1,66.7,0.0
2026-04-25,London North,Fuel & Gas,1,1,0,0,100.0,0.0
2026-04-25,London North,Survey & Location,5,3,1,1,60.0,20.0
2026-04-25,London North,Site Equipment & Groundworks,4,3,1,0,75.0,25.0
2026-04-25,London North,Power & Electrics,4,3,1,0,75.0,25.0
2026-04-25,London South,Plant,11,8,2,1,72.7,18.2
2026-04-25,London South,Powered Access,12,7,1,4,58.3,8.3
2026-04-25,London South,Breakers & Drills,45,28,6,11,62.2,13.3
2026-04-25,London South,Material Handling & Logistics,37,21,6,10,56.8,16.2
2026-04-25,London South,Lifting Equipment,33,17,5,11,51.5,15.2
2026-04-25,London South,"Accommodation, Storage & Welfare",8,6,1,1,75.0,12.5
2026-04-25,London South,Cutting & Grinding,36,27,6,3,75.0,16.7
2026-04-25,London South,Access,5,4,1,0,80.0,20.0
2026-04-25,London South,Cleaning,12,9,2,1,75.0,16.7
2026-04-25,London South,Sanding & Woodworking,9,7,1,1,77.8,11.1
2026-04-25,London South,Landscaping & Gardening,3,2,0,1,66.7,0.0
2026-04-25,London South,Mechanical & Electrical,8,7,1,0,87.5,12.5
2026-04-25,London South,Painting & Decorating,3,2,0,1,66.7,0.0
2026-04-25,London South,Consumables,5,2,1,2,40.0,20.0
2026-04-25,London South,Climate Control,4,3,1,0,75.0,25.0
2026-04-25,London South,"Safety, Ventilation & Extraction",2,1,0,1,50.0,0.0
2026-04-25,London South,Propping & Support,1,1,0,0,100.0,0.0
2026-04-25,London South,Lighting,1,1,0,0,100.0,0.0
2026-04-25,London South,Fencing & Barriers,3,2,0,1,66.7,0.0
2026-04-25,London South,Fixing & Fastening,3,2,0,1,66.7,0.0
2026-04-25,London South,Concreting & Compaction,9,6,1,2,66.7,11.1
2026-04-25,London South,Fuel & Gas,2,1,0,1,50.0,0.0
2026-04-25,London South,Survey & Location,4,2,0,2,50.0,0.0
2026-04-25,London South,Site Equipment & Groundworks,5,3,1,1,60.0,20.0
2026-04-25,London South,Power & Electrics,5,4,1,0,80.0,20.0
2026-04-25,Birmingham,Plant,7,5,1,1,71.4,14.3
2026-04-25,Birmingham,Powered Access,14,11,2,1,78.6,14.3
2026-04-25,Birmingham,Breakers & Drills,53,35,7,11,66.0,13.2
2026-04-25,Birmingham,Material Handling & Logistics,23,17,3,3,73.9,13.0
2026-04-25,Birmingham,Lifting Equipment,28,19,3,6,67.9,10.7
2026-04-25,Birmingham,"Accommodation, Storage & Welfare",23,15,3,5,65.2,13.0
2026-04-25,Birmingham,Cutting & Grinding,27,18,4,5,66.7,14.8
2026-04-25,Birmingham,Access,5,4,1,0,80.0,20.0
2026-04-25,Birmingham,Cleaning,8,6,1,1,75.0,12.5
2026-04-25,Birmingham,Sanding & Woodworking,12,9,2,1,75.0,16.7
2026-04-25,Birmingham,Landscaping & Gardening,5,4,1,0,80.0,20.0
2026-04-25,Birmingham,Mechanical & Electrical,3,2,0,1,66.7,0.0
2026-04-25,Birmingham,Painting & Decorating,2,1,0,1,50.0,0.0
2026-04-25,Birmingham,Consumables,2,1,0,1,50.0,0.0
2026-04-25,Birmingham,Climate Control,3,2,0,1,66.7,0.0
2026-04-25,Birmingham,"Safety, Ventilation & Extraction",5,3,1,1,60.0,20.0
2026-04-25,Birmingham,Propping & Support,1,1,0,0,100.0,0.0
2026-04-25,Birmingham,Lighting,1,1,0,0,100.0,0.0
2026-04-25,Birmingham,Fencing & Barriers,2,1,0,1,50.0,0.0
2026-04-25,Birmingham,Fixing & Fastening,5,3,1,1,60.0,20.0
2026-04-25,Birmingham,Concreting & Compaction,3,2,0,1,66.7,0.0
2026-04-25,Birmingham,Fuel & Gas,3,2,0,1,66.7,0.0
2026-04-25,Birmingham,Survey & Location,4,3,1,0,75.0,25.0
2026-04-25,Birmingham,Site Equipment & Groundworks,5,3,1,1,60.0,20.0
2026-04-25,Birmingham,Power & Electrics,4,2,1,1,50.0,25.0
2026-04-25,Manchester,Plant,12,9,2,1,75.0,16.7
2026-04-25,Manchester,Powered Access,22,15,3,4,68.2,13.6
2026-04-25,Manchester,Breakers & Drills,43,29,6,8,67.4,14.0
2026-04-25,Manchester,Material Handling & Logistics,35,22,4,9,62.9,11.4
2026-04-25,Manchester,Lifting Equipment,30,20,3,7,66.7,10.0
2026-04-25,Manchester,"Accommodation, Storage & Welfare",21,13,3,5,61.9,14.3
2026-04-25,Manchester,Cutting & Grinding,36,25,5,6,69.4,13.9
2026-04-25,Manchester,Access,1,1,0,0,100.0,0.0
2026-04-25,Manchester,Cleaning,7,3,1,3,42.9,14.3
2026-04-25,Manchester,Sanding & Woodworking,4,2,1,1,50.0,25.0
2026-04-25,Manchester,Landscaping & Gardening,3,2,0,1,66.7,0.0
2026-04-25,Manchester,Mechanical & Electrical,3,3,0,0,100.0,0.0
2026-04-25,Manchester,Painting & Decorating,2,1,0,1,50.0,0.0
2026-04-25,Manchester,Consumables,6,3,1,2,50.0,16.7
2026-04-25,Manchester,Climate Control,3,2,0,1,66.7,0.0
2026-04-25,Manchester,"Safety, Ventilation & Extraction",6,4,1,1,66.7,16.7
2026-04-25,Manchester,Propping & Support,7,5,1,1,71.4,14.3
2026-04-25,Manchester,Lighting,2,1,0,1,50.0,0.0
2026-04-25,Manchester,Fencing & Barriers,2,1,0,1,50.0,0.0
2026-04-25,Manchester,Fixing & Fastening,3,2,0,1,66.7,0.0
2026-04-25,Manchester,Concreting & Compaction,9,6,1,2,66.7,11.1
2026-04-25,Manchester,Fuel & Gas,2,1,0,1,50.0,0.0
2026-04-25,Manchester,Survey & Location,2,1,0,1,50.0,0.0
2026-04-25,Manchester,Site Equipment & Groundworks,3,2,0,1,66.7,0.0
2026-04-25,Manchester,Power & Electrics,9,6,1,2,66.7,11.1
2026-04-25,Bristol,Plant,16,12,2,2,75.0,12.5
2026-04-25,Bristol,Powered Access,16,12,3,1,75.0,18.8
2026-04-25,Bristol,Breakers & Drills,51,28,6,17,54.9,11.8
2026-04-25,Bristol,Material Handling & Logistics,45,33,7,5,73.3,15.6
2026-04-25,Bristol,Lifting Equipment,29,19,5,5,65.5,17.2
2026-04-25,Bristol,"Accommodation, Storage & Welfare",13,10,2,1,76.9,15.4
2026-04-25,Bristol,Cutting & Grinding,25,12,3,10,48.0,12.0
2026-04-25,Bristol,Access,5,4,1,0,80.0,20.0
2026-04-25,Bristol,Cleaning,3,2,0,1,66.7,0.0
2026-04-25,Bristol,Sanding & Woodworking,6,4,1,1,66.7,16.7
2026-04-25,Bristol,Landscaping & Gardening,9,6,1,2,66.7,11.1
2026-04-25,Bristol,Mechanical & Electrical,6,5,1,0,83.3,16.7
2026-04-25,Bristol,Painting & Decorating,1,1,0,0,100.0,0.0
2026-04-25,Bristol,Consumables,2,2,0,0,100.0,0.0
2026-04-25,Bristol,"Safety, Ventilation & Extraction",4,3,0,1,75.0,0.0
2026-04-25,Bristol,Propping & Support,5,3,1,1,60.0,20.0
2026-04-25,Bristol,Lighting,3,2,0,1,66.7,0.0
2026-04-25,Bristol,Fencing & Barriers,3,1,0,2,33.3,0.0
2026-04-25,Bristol,Fixing & Fastening,6,5,1,0,83.3,16.7
2026-04-25,Bristol,Concreting & Compaction,5,3,1,1,60.0,20.0
2026-04-25,Bristol,Fuel & Gas,3,2,0,1,66.7,0.0
2026-04-25,Bristol,Survey & Location,8,6,1,1,75.0,12.5
2026-04-25,Bristol,Site Equipment & Groundworks,6,4,1,1,66.7,16.7
2026-04-25,Bristol,Power & Electrics,5,3,1,1,60.0,20.0
2026-04-25,Leeds,Plant,13,8,2,3,61.5,15.4
2026-04-25,Leeds,Powered Access,22,10,3,9,45.5,13.6
2026-04-25,Leeds,Breakers & Drills,42,27,6,9,64.3,14.3
2026-04-25,Leeds,Material Handling & Logistics,56,43,9,4,76.8,16.1
2026-04-25,Leeds,Lifting Equipment,41,30,6,5,73.2,14.6
2026-04-25,Leeds,"Accommodation, Storage & Welfare",25,15,3,7,60.0,12.0
2026-04-25,Leeds,Cutting & Grinding,37,27,4,6,73.0,10.8
2026-04-25,Leeds,Access,5,4,1,0,80.0,20.0
2026-04-25,Leeds,Cleaning,9,6,1,2,66.7,11.1
2026-04-25,Leeds,Sanding & Woodworking,5,3,1,1,60.0,20.0
2026-04-25,Leeds,Landscaping & Gardening,2,1,0,1,50.0,0.0
2026-04-25,Leeds,Mechanical & Electrical,4,3,0,1,75.0,0.0
2026-04-25,Leeds,Painting & Decorating,2,1,0,1,50.0,0.0
2026-04-25,Leeds,Consumables,3,2,0,1,66.7,0.0
2026-04-25,Leeds,Climate Control,3,2,0,1,66.7,0.0
2026-04-25,Leeds,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2026-04-25,Leeds,Propping & Support,3,2,0,1,66.7,0.0
2026-04-25,Leeds,Lighting,1,1,0,0,100.0,0.0
2026-04-25,Leeds,Fencing & Barriers,2,1,0,1,50.0,0.0
2026-04-25,Leeds,Fixing & Fastening,1,1,0,0,100.0,0.0
2026-04-25,Leeds,Concreting & Compaction,4,3,0,1,75.0,0.0
2026-04-25,Leeds,Survey & Location,3,2,0,1,66.7,0.0
2026-04-25,Leeds,Site Equipment & Groundworks,1,1,0,0,100.0,0.0
2026-04-25,Leeds,Power & Electrics,4,3,1,0,75.0,25.0
2026-04-26,London North,Plant,11,8,2,1,72.7,18.2
2026-04-26,London North,Powered Access,17,11,2,4,64.7,11.8
2026-04-26,London North,Breakers & Drills,52,31,8,13,59.6,15.4
2026-04-26,London North,Material Handling & Logistics,40,24,5,11,60.0,12.5
2026-04-26,London North,Lifting Equipment,31,22,4,5,71.0,12.9
2026-04-26,London North,"Accommodation, Storage & Welfare",14,10,2,2,71.4,14.3
2026-04-26,London North,Cutting & Grinding,30,20,4,6,66.7,13.3
2026-04-26,London North,Access,3,2,0,1,66.7,0.0
2026-04-26,London North,Cleaning,7,5,1,1,71.4,14.3
2026-04-26,London North,Sanding & Woodworking,10,6,1,3,60.0,10.0
2026-04-26,London North,Landscaping & Gardening,2,1,0,1,50.0,0.0
2026-04-26,London North,Mechanical & Electrical,6,5,1,0,83.3,16.7
2026-04-26,London North,Painting & Decorating,1,1,0,0,100.0,0.0
2026-04-26,London North,Consumables,4,3,1,0,75.0,25.0
2026-04-26,London North,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2026-04-26,London North,Propping & Support,1,1,0,0,100.0,0.0
2026-04-26,London North,Lighting,5,3,1,1,60.0,20.0
2026-04-26,London North,Fencing & Barriers,2,2,0,0,100.0,0.0
2026-04-26,London North,Fixing & Fastening,7,5,1,1,71.4,14.3
2026-04-26,London North,Concreting & Compaction,3,2,0,1,66.7,0.0
2026-04-26,London North,Fuel & Gas,1,1,0,0,100.0,0.0
2026-04-26,London North,Survey & Location,5,3,1,1,60.0,20.0
2026-04-26,London North,Site Equipment & Groundworks,4,3,1,0,75.0,25.0
2026-04-26,London North,Power & Electrics,4,3,1,0,75.0,25.0
2026-04-26,London South,Plant,11,7,1,3,63.6,9.1
